file_path,result,line_number,label
jpf-regression/ExSymExeI2F_false,False,32,TN
jpf-regression/ExSymExeBool_true,False,32,FN
jpf-regression/ExSymExeLongBytecodes_true,False,31,FN
jpf-regression/ExSymExe7_false,False,51,TN
jpf-regression/ExSymExe14_false,False,56,TN
jpf-regression/ExSymExeD2L_true,UNKNOWN,0,UNK
jpf-regression/ExSymExe11_true,False,32,FN
jpf-regression/ExSymExe28_true,False,32,FN
jpf-regression/ExSymExe20_true,False,35,FN
jpf-regression/ExSymExeI2D_false,False,42,TN
